show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s943,Movie,Song Of Texas,Joseph Kane,"Roy Rogers, Sheila Ryan",,,1943,ALL,53 min,Action,"Roy ""loans"" his ranch to a ranch-hand - a former rodeo champion, now a reformed alcoholic - to help him impress his daughter. However, Roy is stymied when she sells half to a foe. To get back his property, Roy must win a chuck-w"
s944,Movie,Song Of Arizona,Frank McDonald,"Roy Rogers, George ""Gabby"" Hayes, Dale Evans, Lyle Talbot, Tommy Cook, Bob Nolan & the Sons of the Pioneers",,,1946,PG,60 min,"Arts, Entertainment, and Culture, Drama, Western","Gabby Whittaker (Hayes) runs an Arizona ranch for homeless and wayward boys that is in financial trouble. One of the boys, Chip Blaine (Cook), is the son of notorious bank robber King Blaine (Talbot). When Chip hears that his father has been killed, he decides to dig up the cache of stolen money his father gave him to hide, wanting to use it to help pay off Gabby's mortgage. However, his father's gang wants the money and rides in to take it. The Sons of the Pioneers assist Roy and Gabby to fight the outlaws. Chip learns that using stolen money is never a good thing to do."
s945,Movie,Son of the Navy,William Nigh,"James Dunn, Jean Parker, Martin Spellman, Selmer Jackson, Dave O'Brien, Charles King",,,1940,18+,71 min,"Comedy, Drama","Steve Moore (Dunn) is trying to get back to his base at San Pedro when he meets orphan boy Tommy (Spellman) and his dog, who is looking for a mother and father to adopt him. Steve decides to pretend that Tommy is his son so that it will be easier to get a ride. However, Tommy likes the idea a little too much and decides Steve will be his permanent father. Steve then decides that Tommy is too troublesome, and tries to get rid of him several times, but eventually comes to care for Tommy, and comes to the decision to legally adopt the boy. Soon they meet a pretty lady (Parker), and both father and son do all they can to woo her and complete their little family."
s946,Movie,Son of Monte Cristo,Rowland V. Lee,"Louis Hayward, Joan Bennett, George Sanders",,,1940,13+,96 min,"Action, Adventure","Coming to the rescue of a 19th-century duchess, the son of Edmond Dantes succeeds in overthrowing a dictatorship in this swashbuckling adventure."
s947,Movie,Sometimes Always Never,Carl Hunter,"Bill Nighy, Sam Riley, Jenny Agutter, Tim McInnerny, Alice Lowe, Alexei Sayle, Louis Healy, Andrew Shim, Ella-Grace Gregoire, John Westley, Alan Williams",,,2020,PG-13,91 min,"Comedy, Drama, Suspense","After his son Michael left over a game of Scrabble, Alan and his family barely spoke to each other. But when a mysterious online player emerges who might be their prodigal son, Alan must find the right words before he loses everything."
s948,Movie,Something To Sing About,Victor Schertzinger,"James Cagney, Evelyn Daw, William Frawley, Mona Barrie, Gene Lockhart, Philip Ahn, Marek Windheim, Dwight Frye, Johnny Arthur, William B. Davidson, Richard Tucker, Kathleen Lockhart, James Newill, Harry Barris, Cully Richards, Candy Candido, Perc Launders, Paul McLarind, Harland Dixon, Johnny Boyle, John 'Skins' Miller, Pat Moran, Joe Bennett, The Vagabonds, Eddie Allen, Daisy Bufford, William Carey, Chick Collins, Duke Green, Kenneth Harlan, Edward Hearn, Virginia Lee Irwin, Eddie Kane, Marjorie Kane, Bo Peep Karlin, Buck Mack, Alphonse Martell, Robert McKenzie, Dottie Messmer, Frank Mills, Joe Niemeyer, Eleanore Prentiss, Herbert Rawlinson, Buddy Roosevelt, William Ruhl, Larry Steers, Jim Toney, Dolly Waldorf, Elinore Welz, Ernest Wood",,,1937,13+,88 min,"Arts, Entertainment, and Culture, Drama","A New York bandleader journeys to Hollywood when he is offered a contract with a studio, but he is determined to do things his way and not theirs."
s949,Movie,Something from Nothing: The Art of Rap,Ice-T,"Dr. Dre, Nas",,,2012,16+,111 min,"Documentary, Music Videos and Concerts",A documentary on rap music and its rise to global prominence
s950,Movie,Someone Still Loves You Boris Yeltsin,,,,,2008,NR,42 min,Music Videos and Concerts,"Baeble goes bowling with Boris in Asbury Park, NJ."
s951,TV Show,Some Assembly Required,,"Kolton Stewart, Harrison Houde, Charlie Storwick",,,2016,ALL,1 Season,"Animation, Comedy",A 14 year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.
s952,Movie,Soldier of Night,Dan Wolman,"Iris Kaner, Ze'ev Shimshoni",,,1986,R,90 min,Drama,"Terror ends a romance for a beautiful woman when she discovers the true nature of her boyfriend's nocturnal excursions. Rejected by the army, the boy carries out his own personal vendetta against a society that sees him unfit to serve."
s953,Movie,Solar Flare,Max Ksjonda,"Arsen Shavlyuk, Volodymyr Rashuk, Ivanna Borodai",,,2020,13+,101 min,"Kids, Science Fiction","12-year-old dreamer Vlad accidentally gets caught in a conflict between two alien forces. Together with an electric transformer box The Bobot, a brave girl and an eccentric scientist he has to save the world from a global catastrophe."
s954,Movie,Sofia,John Reinhardt,"Gene Raymond, Sigrid Gurie, Patricia Morison, Mischa Auer, John Wengraf",,,1948,PG,83 min,"Action, Suspense","In this Cold-War thriller Steve Roark (Gene Raymond) helps nuclear scientists in their desperate attempt to escape the ruthless Russian Communist agents who are chasing after them. Roark is a former OSS man assigned to rescue two atomic scientists from Russia and spirit them away from the Iron Curtin. Steve is shocked to discover that one of the scientists is his former lover Linda Carlsen (Sigrid Gurie). In the meantime, sexy cabaret singer-turned-spy Magda Onescu (Patricia Morison) acts as a double agent for both the Allies and the Communists, hoping to be gain double profits by giving vital information to both sides."
s955,Movie,Social Animals,Theresa Bennett,"Noel Wells, Josh Radnor, Aya Cash, Carly Chaikin, Fortune Feimster, Samira Wiley",,,2018,R,83 min,Comedy,"This honest, uncompromising comedy chronicles the war stories and sexual misadventures of a tight circle of lovers and friends fighting to get their acts together, for better or worse."
s956,Movie,Soapdish,Michael Hoffman,"Robert Downey Jr., Sally Field, Teri Hatcher, Cathy Moriarty, Paul Johansson, Elisabeth Shue, Whoopi Goldberg, Kevin Kline, Carrie Fisher, Kathy Najimy, Willie Garson",United States,,1991,PG-13,96 min,Comedy,"The cast and crew of The Sun Also Sets, America's hottest soap opera have on-screen drama and off-screen craziness with enough dirty laundry to keep everyone in hot water in this unadulterated comedy."
s957,Movie,So Undercover,Tom Vaughan,"Miley Cyrus, Jeremy Piven, Kelly Osbourne",,,2012,PG-13,94 min,"Action, Comedy","A tough, street-smart private eye is hired by the FBI to go undercover in a college sorority."
s958,TV Show,Snowdonia 1890,,Matthew Rhys,,,2010,13+,1 Season,TV Shows,"Two families travel back in time to live as 1890s smallholders on Mount Snowdonia. For a month, the Braddocks and the Joneses live in neighboring farm cottages and face a battle for survival against a backdrop of barren mountainous terrain."
s959,Movie,Snowden,,,,,2007,NR,36 min,Music Videos and Concerts,"The Atlanta-based quintet, Snowden, visits New York with a batch of Morrisey-influenced songs in tow."
s960,Movie,Snowcat - Truck Tunes for Kids,Sheldon Cohen,"Maureen Stapleton,  Chelsea Cohen,  Claudia-Laurie Corbeil,  Louisette Dussault",,,2016,,4 min,Kids,"Truck Tunes is a series of children's videos with awesome original songs about awesome trucks, featuring actual footage of the trucks in action. Snowcat! ""With his special skills, he goes grooming all the hills. He's a Snowcat, oh! Working through the night, sculpting, shaping powder right. He's a Snowcat, oh!"""
s961,Movie,Snowbound for Christmas,Marco Deufemia,"Zarrin Darnell-Martin, Henderson Wade, Scott Thompson",,,2019,,84 min,"Comedy, Romance","Rachel is excited about her new job as a marketing exec at a real estate development firm. Eager to impress Adrian, her boss, Rachel lands a spot on a big project. Before the presentation, a snowstorm traps her and Adrian at a resort where they realize there is more to their relationship than just business."
s962,Movie,Snow Day,Chris Koch,"Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, Chevy Chase, John Schneider, Zena Grey, Emmanuelle Chriqui",,,2000,PG,89 min,"Adventure, Comedy, Kids","An unexpected overnight snowfall has made roads impassable. And that means a no-school, no-rules snow day! For fifteen year- old Hal (Mark Webber), it's a chance to win the heart of popular Claire (Emmanuelle Chriqui) - or totally embarrass himself."
s963,TV Show,Snog Marry Avoid?,,Jenny Frost,,,2009,16+,2 Seasons,TV Shows,"Jenny Frost presents the show that strips down over-stylised participants to show what's underneath the layers of make-up and unflattering clothes. The public are then invited to choose whether they'd snog, marry or avoid the new-look participant."
s964,TV Show,Snobs,,Indiana Evans,,,2003,16+,1 Season,"Comedy, Drama, Young Adult Audience","Three unlikely friends - Abby, the daughter of a wealthy, middle class traditional family; Marian, a boy from a group of modern-day nomads knows as Ferals; and Marians almost human dog, Snobs. The series is set in the picture postcard community of Tranquil Waters on Sydneys northern beaches."
s965,TV Show,SNG: Don't Come Last,,,,,2017,TV-NR,1 Season,Comedy,"Karan hosts this episode and makes Varun, Aadar and Kautuk go through three rounds of whacked out games. Watch this episode to find out which of these idiots comes last and the shocking punishment that follows!"
s966,TV Show,Sneaky Pete,,"Libe Barer, Marin Ireland, Shane McRae, Peter Gerety, Margo Martindale, Giovanni Ribisi",United States,,2019,18+,3 Seasons,Drama,Who is Marius Josipovic? Marius himself would like to know. He's feeling a pull toward the Bernhardt family. But he's not part of the family. He's a con-man. The chance to become more like a normal human being is enticing. It also scares him to death. This season all the members of the Sneaky Pete family explore their identity. It’s a dangerous journey. They could lose themselves or their lives.
s967,Movie,Snapshots,Melanie Mayron,"Piper Laurie, Brooke Adams, Emily Baldoni, Brett Dier, Max Adler",,,2018,,95 min,"Drama, LGBTQ",One weekend at the lake. Three women and three secrets. Rose's past collides with her granddaughter's hidden future and her daughter's angry present. What happens that summer in 1960 when Louise and Zee enter the lives of Rose and Joe Muller? With a found roll of film the story begins.
s968,Movie,Snake Eater 3: His Law,George Erschbamer,"Lorenzo Lamas, Minor Mustain, Tracy Cook, Holly Chester, Tracy Hway, Una Kay, Gordon Atkinson",,,1992,18+,92 min,Action,"Soldier Kelly is hired by a family to bring redemption to their daughter following her brutalization at the hands of a gang of biker thugs. With the police unable to do anything, Soldier works outside the law to bring justice to those who demand it."
s969,Movie,Smile Please,Vikram Phadnis,"Mukta Barve, Lalit Prabhakar, Prasad Oak, Aditi Govitrikar, Trupti Khamkar, Satish Alekar, Vedashree Mahajan",India,,2019,13+,132 min,"Drama, International","Nandini Joshi, once an extremely successful photographer, has fallen prey to dementia. Her already unstable relationship with her daughter Nupur, who stays with Nandini’s ex-husband Shishir, has deteriorated over the years. When Viraj, a young graphic designer arrives on the scene, he is determined to mend the situation and help Nandini rediscover a sense of meaning in her life."
s970,Movie,Smash Up: Story Of A Woman,Stuart Heisler,"Susan Hayward, Lee Bowman, Marsha Hunt, Eddie Albert, Carl Esmond, Carleton Young, Charles D. Brown, Janet Murdoch, Sharyn Payne, Robert Shayne, Ernie Adams, Erville Alderson, Fred Aldrich, Carol Andrews, Brooks Benedict, Larry J. Blake, Paul Bradley, Ralph Brooks, Fred Browne, Virginia Carroll, Douglas Carter, Tom Chatterton, Dorothy Christy, Eddie Coke, James Conaty, James Craven, Matt Dennis, Laurie Douglas, Cecil Elliott, Alice Fleming, Bess Flowers, Charles Flynn, Cay Forrester, Joan Fulton, Phil Garris, William Gould, Beatrice Gray, Sherry Hall, Al Hill, Victoria Horne, Eddie Kane, Richard Kipling, Connie Leon, Wilbur Mack, Caren Marsh, David McKim, George Meader, George Meeker, Harold Miller, Ralph Montgomery, Frances Morris, Noel Neill, Vivien Oakland, Steve Olsen, George Ramsey, Ed Randolph, Joe Recht, Ruth Sanderson, Jeffrey Sayre, Lee Shumway, Milburn Stone, Clarence Straight, John Valentine, Nanette Vallon, Robert Verdaine, John Wald, Ethel Wales, Barbara Woodell",,,1947,PG-13,104 min,Drama,"A nightclub singer, beset by emotional problems, seeks refuge in alcohol which drives away her husband and child."
s971,Movie,Small Soldiers,Joe Dante,"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn",,,1998,PG-13,110 min,"Action, Science Fiction","When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously."
s972,TV Show,Small Axe,,"John Boyega, Letitia Wright, Shaun Parkes, Amarah-Jae St Aubyn, Micheal Ward, Sheyi Cole, Kenyah Sandy",,,2020,16+,1 Season,Drama,"Small Axe is a collection of five original films by Steve McQueen set from the late 1960s to the mid 1980s that tell personal stories from London's West Indian community, whose lives have been shaped by their own force of will despite rampant racism and discrimination. New film every Friday from Nov 20-Dec18."
s973,TV Show,Slopestyle TV,,,,,2014,ALL,2 Seasons,"Special Interest, Sports","Slopestyle TV is the skiing and snowboarding mountain destination travel series featuring some of the world's finest alpine riders and resorts. Every episode travel to a new mountain destination and push the limits of powder and terrain park riding while exploring the region's history, local culture and exciting night life."
s974,Movie,Slipstream,David van Eyssen,"Sean Astin, Ivana Milicevic, Vinnie Jones, Kevin Otto, Victoria Bartlett, Thorston Wedekind, Hakeem Kae-Kazim, Grant Swanby, Verity Price, Chantal Lambert, Patrick Lyster, Andrew Whaley, Sean Higgs, Tamsin McCarthy, Eve Szapira, Farouk Valley-Omar",,,2005,18+,87 min,"Fantasy, Science Fiction","Sci-fi drama. A scientist who has managed to create a time travelling device accidentally interrupts a bank robbery while experimenting with his invention. Now he must go back in time again to prevent the heist, and his own death."
s975,Movie,Sleepytime Gorilla Museum,Baeble Music,,,,2011,NR,55 min,Comedy,Experimental rockers Sleepytime Gorilla Museum mix hard rock with performance art at NYC's the Bowery Ballroom.
s976,Movie,Sleepwalker,Elliott Lester,"Ahna O'Reilly, Richard Armitage, Haley Joel Osment, Izabella Scorupco, Kevin Zegers",United States,,2017,18+,88 min,"Drama, Suspense","Troubled by bouts of sleepwalking and nightmares, graduate student Sarah Foster goes to her university's sleep research center for help. When she wakes up after her first night of being monitored, the world she lives in seems to have changed in subtle, Twilight-Zone-esque ways. With the help of sleep researcher Scott White, she tries to work her way back to the reality she started in."
s977,Movie,"Slate, Wyn & Me",Don McLennan,"Simon Burke, Martin Sacks",,,1987,R,90 min,Action,"Meandering drama of brothers Burke and Sacks, who rob a bank, kill a cop and kidnap Thornton, a witness to their crime."
s978,Movie,Slappy and the Stinkers,Barnet Kellman,"BD Wong, Bronson Pinchot, Jennifer Coolidge, Joseph Ashton, Scarlett Pomers, Travis Tedford, Sam McMurray, Bodhi Elfman, David Dukes",,,1998,13+,78 min,"Comedy, Kids","Five 2nd-grade kids who don't follow strict rules by their school principal Brinway are dubbed ""Stinkers"" by him. On the class visit to an aquarium the Stinkers decide that a sea lion called Slappy doesn't feel too good there, ""free"" him, and plant him into Brinway's hot-tub."
s979,Movie,Sky Racket,"Robert F. Hill & Sam Katzman, Robert F. Hill, Sam Katzman","Bruce Bennett (aka Herman Brix), Joan Barclay, Duncan Renaldo, Monte Blue, Jack Mulhall, Edward Earle, Hattie McDaniel",,,1937,13+,62 min,"Action, Science Fiction","Several mail planes crash twelve miles outside a small town, but the pilots and the mail sacks have disappeared. FBI agent Eric Lane (Bennett aka Herman Brix) is assigned to the case. He flies to the area with the plan to bail out, but shortly before he jumps, he discovers stowaway society debutante Marion Bronson (Barclay), who is escaping an arranged marriage to Count Barski (Renaldo). The plane motor suddenly dies and Lane is forced to grab Marion and jump out of the plane with their single parachute. When the pair safely lands, they are captured by a gang of criminals and taken to their hideout. The pair must use their wits and brawn to defeat the gang and stop their use of a stolen ray gun, which is used bring down planes carrying valuable cargo."
s980,Movie,Sky Dog,Daniel Knudsen,"Daniel Knudsen, Vickie Lynn Smith, Dean Cain, Christopher Veldhuizen, Mimi Sagadin, Rocco Guirlanda, Tim Kaiser",,,2020,7+,109 min,"Action, Kids","When a high school senior working on his pilot's license rescues a stray dog named Oreo, the two quickly become best friends. But when he finds out his mom is an undercover CIA agent who's been captured, he'll need to team up with Oreo and a new friend to find his mother, thwart the plans of those holding her hostage, and uncover the double agents within the CIA itself."
s981,TV Show,Skulls and Roses,,"Raghu Ram, Rajiv Lakshman",,,2019,16+,1 Season,"International, Unscripted","Raghu and Rajiv make their long awaited return in Skulls & Roses, a one-of-a-kind competition where the worlds of romance and adventure collide on Rose Island and Skull Island.  They put 8 boys and 8 girls through the ultimate schizophrenic journey of a lifetime."
s982,Movie,Skin Deep: The Battle Over Morgellons,Pi Ware,"Cindy Casey, Steven R Feldman, Harry Quinn Schone",,,2020,16+,90 min,Documentary,"A nurse journeys to discover the truth behind a disease so bizarre, patients who suffer from it are regularly written off as delusional by doctors and loved ones. But who is delusional, the patients who believe or the doctors who deny?"
s983,Movie,Skills Like This,Monty Miranda,"Spencer Berger, Kerry Knuppe, Brian Phelan, Gabriel Tigerman",,,2007,NR,87 min,"Arthouse, Comedy","Winner of the Audience Award at SXSW, this offbeat romantic comedy follows failed writer Max as he discovers something he thinks he's really good at: stealing."
s984,Movie,Sketchy Behaviour,Neville Shah,"Kanan Gill, Kenneth Sebastian",India,,2019,PG-13,64 min,"Arts, Entertainment, and Culture","Sketchy Behaviour is an absurd sketch comedy show filmed live in Mumbai. Described as hilarious, complex, stupid, irritating(and ‘sardonic’ by one lady in Goa) the show is familiar, bizarre and hysterically funny. Featuring six very silly live sketches, stitched together by a much sillier story and bookended by an extremely silly opening and closing, Sketchy Behaviour is truly a work of something."
s985,TV Show,Six Dreams,,"Amaia Gorostiza, Andrés Guardado, Quique Cárcel, Iñaki Williams, Eduardo Berizzo, Saúl Ñiguez",Spain,,2018,16+,1 Season,"Sports, Unscripted","Six Dreams is an exclusive and unprecedented insight into the Spanish first division of football. Follow six people during league season 2017-18: Three players, one coach, one sports director and a club president. Their stories offer an inside look at the daily difficulties, victories and challenges of professional football at the highest level."
s986,Movie,Sitting on the Moon,"Ralph Straub, Ralph Staub","Roger Pryor, Grace Bradley, William Newell, Henry Kolker, Pert Kelton, Henry Wadsworth, Joyce Compton, Pierre Watkin, June Martel",,,1936,13+,53 min,"Arts, Entertainment, and Culture, Comedy","Songwriter Danny (Pryor) believes that the only way to jump-start fading movie star Polly's (Bradley) career is to end his partnership with lyricist Mike (Newell). Polly's friend Mattie (Kelton) manages to comfort Mike in teh interim. Then, Mike concocts a plan to separate Danny from Polly: he sends blonde seductress Blossom (Compton) to pretend to be Mike's girlfriend. But all ill feeligns and misunderstandings are resolved by the climactic musical finale."
s987,Movie,Sitting Bull: A Stone in My Heart,John Ferry,"Adam Fortunate Eagle, William Theobald",,,2008,7+,83 min,"Documentary, Special Interest","Sitting Bull's own words, over six-hundred photographs and a compelling original music score bring to life this great American Indian's struggle to save his people's way of life against an ever-expanding westward movement of white settlers. This is powerful cinematic journey into the life and spirit of a legendary figure. No other film captures him with such depth of character and personality."
s988,Movie,Sita,Teja,"Sai Srinivas Bellamkonda, Kajal Aggarwal, Sonu Sood",India,,2019,13+,157 min,"Drama, International","Sita is a materialistic woman who only cares about materialistic gains and nothing else. MLA Basava Raju lusts for her and wants her to give him what she promised him for helping her. The villain of their tale is Ram, a man who’s way too innocent for his own good. How does Ram help Sita out of the fix she’s in forms the crux of the story."
s989,TV Show,"Sister, Sister",,,,,1999,TV-PG,6 Seasons,Comedy,"Tia and Tamera are twins who were separated at birth, with each being adopted by a different parent. One day, the teens have a chance encounter while shopping at a clothing store in the mall. After the families meet, Tamera's adoptive father reluctantly allows Tia and her mother to move into his home so the girls can be together."
s990,Movie,Sir Chris Hoy - From Velodrome to Le Mans,Christian Trumble,Chris Hoy,,,2016,,52 min,"Documentary, Special Interest, Sports","Retired track cyclist Sir Chris Hoy swaps two wheels for four to pursue his boyhood dream of competing in the world's toughest endurance motor race, the Le Mans 24 Hours."
s991,Movie,"Sing, Dance and Learn with Little Baby Bum",Cannis Holder,,,,2019,ALL,30 min,Kids,"Enjoy this 30-minute compilation by Little Baby Bum. Sing along to some of the most popular nursery rhymes and kids songs songs to date! This compilation includes titles such as 'Tweedledum and Tweedledee', 'Billy Boy', and many more!"
s992,TV Show,Sing-Along-Songs For Kids,,Jolly Jingle Works,,,2013,ALL,1 Season,Kids,"This colorful and engaging children's program features songs, music, animations and sing-along to entertain and educate your kids. SING-ALONG-SONGS FOR KIDS includes timeless English nursery rhymes as well as modern-day classics and educational sing-alongs."
s993,Movie,Sing with Gecko,,,,,2019,ALL,33 min,Kids,"Sing some of the most popular and classic nursery rhyme songs with Gecko and friends! Songs like Wheels on the bus, If you're happy and you know it, and more!"
s994,Movie,Sing Sing Nights,Lewis D. Collins,"Conway Tearle, Ferdinand Gottschalk, Hardie Albright, Jameson Thomas, Berton Churchill",,,1934,18+,60 min,"Drama, Suspense","A mystery emerges when a respected international war correspondant is found murdered with three bullet wounds. Upon investigation, it is discovered that each bullet came from a different gun. Three different men are arrested of the murder, and each of them confess to the crime. All three are convicted of the murder and are sentenced to death. However, only one man can truly be the real killer. A criminologist desides to use a new kind of lie detector in his investigation into the identify of the real murderer, but he must act quickly before all three men are put to death."
s995,Movie,Sing and Learn with Gecko's Garage,,,,,2019,ALL,59 min,Kids,Come and join Gecko at his Garage as he sings some of the most popular and classic nursery rhyme songs that we all love like Wheels on the Bus and more!
s996,Movie,Sing and Dance with Little Baby Bum!,Cannis Holder,"Grace Tamayo, Erin Webbs",,,2019,ALL,45 min,Kids,"More wonderful videos starting with famous nursery rhymes such as 'Peekaboo Song' and '1, 2 What Shall We Do?' from the world's number one educational channel, Little Baby Bum!"
s997,Movie,Sing and Dance with KiiYii,Cannis Holder,,,,2019,ALL,47 min,Kids,"In this compilation, your children will love to sing and dance to some of the most popular nursery rhymes and kids songs with KiiYii! Brought to you by the same creators as Little Baby Bum, this compilation contains some classic songs such as 'Rain Rain Go Away', 'Wheels On The Bus', and many more!"
s998,Movie,Sing Along with Little Baby Bum,Cannis Holder,"Grace Tamayo, Erin Webbs",,,2019,ALL,35 min,Kids,"Sing along to this 30-minute long compilation with some of LittleBabyBum's most classic, well-loved and educational nursery rhymes!"
s999,Movie,Sinful Davey,John Huston,"Pamela Franklin, John Hurt",,,1969,13+,95 min,Comedy,"In 1821 a young Scotsman decides to be a criminal like his father, but falls in love first."
s1000,Movie,Sinbad: Make Me Wanna Holla,Jay Chapman,Sinbad,,,2014,16+,90 min,"Arts, Entertainment, and Culture, Comedy, Documentary","Watch the all-out stand-up special featuring a riotous original performance by the king of comedy, Sinbad, recorded live in Detroit in his home state of Michigan. It covers everything, from the life advice his parents gave him, to why he is tired of people with no talent having clothing lines. Don't miss the chance to experience the ""hit'em in the face"" style from the king of comedy himself."
s1001,Movie,Simple Gifts: The Chamber Music Society at Shaker Village,Habib Azar,,,,2016,G,84 min,Documentary,a
s1002,TV Show,Simon's Cat - Classic Collection,,,,,2018,ALL,1 Season,"Animation, Kids","Simon's Cat - Classic Collection features all eighty-five black and white episodes from the hugely popular YouTube channel. Thematically curated in to extended episodes, this Classic Collection will make you smile like a Cheshire Cat!"
s1003,Movie,Silver Wolf,Peter Svatek,"Michael Biehn, Roy Scheider, Shane Meier",,,1999,,98 min,"Action, Drama","Jesse is a 16-year-old who is trying to put his life back together after the death of his father, who died while trying to rescue him in the wilderness. Jesse goes to live with his Uncle Roy, who lives in the rugged mountains of Washington State. While exploring, Jesse finds and rescues a wolf who has been seriously wounded. He bonds with the animal, and Roy reluctantly allows Jesse to keep him."
s1004,Movie,Silver Stallion,Edward F. Finney,"David Sharpe, Janet Waldo, LeRoy Mason, Thornton Edwards, Chief Thundercloud",,,1941,18+,59 min,Western,"The Silver Stallion must fend off his rival the Black Stallion, while a would-be horse thief contemplates stealing him from a female rancher he has fallen in love with. He returns her horses when they are stolen by other outlaws, but is greatly outnumbered in defending her prized horses. A police dog named Captain Jack befriends the Silver Stallion, too."
s1005,Movie,Silver Blaze,Thomas Bentley,"Arthur Wontner, Ian Fleming",,,1937,NR,70 min,"Action, Suspense",Sherlock Holmes takes a vacation and visits his old friend Sir Henry Baskerville. His vacation ends when he suddenly finds himself in the middle of a double-murder mystery.
s1006,TV Show,Silver and Gold,,,,,2017,TV-NR,1 Season,TV Shows,"Tetsuo Morita (Sosuke Ikematsu), a good-for-nothing guy, gambles to vent his anger towards life. Dead broke, he meets Ginji Hirai, a bigtime fixer. Tetsuo admires his evilness and talents, which allow him to make big money. Morita aspires to surpass Ginji and turns to crime. A psychological warfare over big money between evil and evil. Can Tetsuo become a successful fixer?
Copyright: TV TOKYO"
s1007,TV Show,Silk,,"Maxine Peake, Rupert Penry-Jones, Neil Stuke, Alex Jennings, Phil Davis, Frances Barber",,,2014,TV-14,3 Seasons,Drama,"Defense barrister Martha Costello is now a QC and busier than ever, while Clive Reader, also a QC, is specializing in prosecution. The criminal bar is a small world and they are pitted against each other increasingly often. Harriet wants to modernize Shoe Lane, but the changes are resented by Billy. Martha, Clive and Caroline are up for head of chambers and it means radical changes at Shoe Lane."
s1008,TV Show,Silent Witness,,"Emilia Fox, Richard Lintern, David Caves",,,2018,TV-MA,21 Seasons,"Drama, Suspense",The award-winning crime drama returns with five fascinating forensic adventures. Join pathologist Dr Nikki Alexander and her dedicated team as they help the police solve a slew of mystifying murders.
s1009,Movie,Silent Wings - The American Glider Pilots of WWII,Robert Child,"Hal Holbrook, Walter Cronkite, Andy Rooney, Michael J. Samek",,,2007,7+,115 min,"Documentary, Special Interest","From the early race to build gliders to the D-Day invasion at Normandy and Nazi Germany's final surrender, this acclaimed feature documentary, narrated by Hal Holbrook, reveals the critical role gliders played in World War II offensives. Through rare archival footage and photographs, the film places the audience right at the center of the action in the dangerous world of American glider pilot."
s1010,Movie,Silence Patton,Robert Orlando,"Don Kruizinga, Peter Reznikoff",,,2018,13+,85 min,Documentary,"Silence Patton asks the question: Why was General Patton silenced during his service in World War II? Was he a threat to Eisenhower, Montgomery, Churchill, and Bradley? Or was Patton not only dismissed by his peers, but the victim of an assassin's bullet? Was his personal silence necessary?"
s1011,Movie,Silence (Tamil) (4K UHD),Hemant Madhukar,"Anushka Shetty, Madhavan, Anjali, Michael Madsen",,,2020,16+,126 min,Suspense,A murder-mystery thriller. A world-famous cello player is murdered and crucified in a Seattle Villa that has a reputation for being haunted. His friends and family try to figure out if he was really killed by a supernatural being or if he was assassinated by someone he knows. His dumb and deaf wife and a police detective are pinned against each other as they discover the victim's dark past.
s1012,Movie,Silence (Malayalam) (4K UHD),Hemant Madhukar,"Anushka Shetty, Madhavan, Anjali, Michael Madsen",,,2020,16+,126 min,Suspense,A murder-mystery thriller. A world-famous cello player is murdered and crucified in a Seattle Villa that has a reputation for being haunted. His friends and family try to figure out if he was really killed by a supernatural being or if he was assassinated by someone he knows. His dumb and deaf wife and a police detective are pinned against each other as they discover the victim's dark past.
s1013,TV Show,Sigmund and the Sea Monsters,,"Rebecca Bloom, David Arquette, Solomon Stewart, Mark Povinelli, Eileen O’Connell, Drew Massey, Michael Oosterom, Victor Yerrid, Meegan Godfrey, David Crespin, Kyle Harrison Breitkopf",,,2017,7+,1 Season,Kids,"Brothers Johnny and Scotty find Sigmund, a sea monster, on the beach and bring him home to their clubhouse. They become fast friends, but when a monster hunter, Capt. Barnabas (David Arquette), finds out, the kids have to scramble to keep Sigmund hidden. Worse still, Sigmund's brothers Blurp and Slurp don't like humans. Against all odds, can they still have an endless summer of fun?"
s1014,TV Show,Sid the Science Kid,,"Alice Dinnean, Donna Kimball, Drew Massey, Julianne Buescher, Victor Yerrid",,,2008,ALL,1 Season,Kids,"Season 1 Volume 1. Sid the Science Kid is an award-winning educational animated television series that uses comedy and music to promote exploration, discovery and science readiness among pre-schoolers."
s1015,Movie,Sick Song & More Nursery Rhymes For Kids - KiiYii,Moonbug Entertainment,,,,2020,ALL,29 min,Kids,"A new collection of colorful and wonderfully engaging nursery rhymes and children's songs that will thrill your child while educating them in their numbers, ABCs and general learning! From the creators of LittleBabyBum, KiiYii allows the child's imagination to go further!"
s1016,Movie,Siberia (2018),Matthew Ross,"Keanu Reeves, Molly Ringwald, Ana Ularu, Aleks Paunovic",,,2018,R,105 min,"Action, Adventure, Suspense","When a business deal in Russia goes south, a U.S. diamond merchant (Keanu Reeves) and his lover are caught in a lethal crossfire between the buyer and local federal agents."
s1017,Movie,Shoutoutoutout,,,,,2011,NR,35 min,Music Videos and Concerts,"Drums, vocoder, samplers, synths, bass, guitar – the key elements of Shout Out Out Out Out's dance music."
